cycle,cycle_dir,analyte_id,analyte_column,sex,age_group,race_ethnicity,n_unweighted,n_weighted,pct_below_lod,weighted,weight_column,p5,p10,p25,p50,p75,p90,p95
I,2015_2016,n_pfos,LBXNFOS,female,all_ages,other,40,5455537.996056,0.025,True,WTSB2YR,0.6987561595295684,0.8728008983972043,1.5,3.8,4.262421090448892,6.002259906098889,7.668317158277894
I,2015_2016,n_pfos,LBXNFOS,male,12-19,all,194,15501492.697254,0.005154639175257732,True,WTSB2YR,1.0,1.2,1.8,2.4508956193075324,3.5,4.7380521245371545,5.826974763411493
I,2015_2016,n_pfos,LBXNFOS,male,12-19,hispanic,68,3677142.603667,0.0,True,WTSB2YR,0.9816964348704789,1.1,1.3,1.7,2.4298894610093913,3.3763777536419965,3.79994665191067
I,2015_2016,n_pfos,LBXNFOS,male,12-19,nh_asian,20,702997.331655,0.0,True,WTSB2YR,1.1644809365247786,1.5918931654487432,2.193758432023655,3.1,5.2170872131584565,8.19263366053951,9.650300906360176
I,2015_2016,n_pfos,LBXNFOS,male,12-19,nh_black,38,1793759.0223919998,0.0,True,WTSB2YR,0.7953898019459996,0.9512916036137018,1.593818638730772,1.9,2.908530231296762,3.455505778792915,6.046617869776794
I,2015_2016,n_pfos,LBXNFOS,male,12-19,nh_white,57,8498675.320038,0.017543859649122806,True,WTSB2YR,1.1585621617523385,1.6,1.9347762047889183,2.88987318092746,4.191595345538476,4.936256872668458,5.9196069146401395
I,2015_2016,n_pfos,LBXNFOS,male,20-39,all,270,39364899.485848,0.003703703703703704,True,WTSB2YR,1.1001505118228805,1.6,2.3,3.6,5.7,7.952412193654653,9.160047266140753
I,2015_2016,n_pfos,LBXNFOS,male,20-39,hispanic,88,8435181.10052,0.0,True,WTSB2YR,1.4,1.5,2.2,2.9,4.2,7.073821739940233,8.2
I,2015_2016,n_pfos,LBXNFOS,male,20-39,nh_asian,38,2683270.8213859997,0.0,True,WTSB2YR,1.0116281272461363,1.1,2.1773159987171815,3.2782673806042615,5.134899165495008,7.9616567699603085,9.80985377709347
I,2015_2016,n_pfos,LBXNFOS,male,20-39,nh_black,51,4402312.5370660005,0.0196078431372549,True,WTSB2YR,1.5546380370249469,2.1834515081652284,2.746683329277596,5.0,6.4,8.957287659766553,10.876624806494961
I,2015_2016,n_pfos,LBXNFOS,male,20-39,nh_white,77,21871687.884106003,0.0,True,WTSB2YR,0.9879019130238212,1.6205323170898724,2.3,3.6,5.792176526471931,8.21942822124597,9.41270292636687
I,2015_2016,n_pfos,LBXNFOS,male,40-59,all,247,39865668.375799,0.004048582995951417,True,WTSB2YR,1.7,2.1250809478198747,2.8,3.997378558412318,6.8,10.85177968940638,16.35038806989177
I,2015_2016,n_pfos,LBXNFOS,male,40-59,hispanic,65,6254324.199072,0.0,True,WTSB2YR,0.9057629164087861,1.7264276472155906,2.8947269949852625,4.217689725805034,6.786197014412987,9.265761880304586,10.957117921054788
I,2015_2016,n_pfos,LBXNFOS,male,40-59,nh_asian,33,2135567.379069,0.0,True,WTSB2YR,0.8887541632581675,0.9630421169795408,2.2125612719297636,6.442386117134868,11.11048372029504,24.40975445026356,27.447723257589367
I,2015_2016,n_pfos,LBXNFOS,male,40-59,nh_black,55,3975332.3875889997,0.0,True,WTSB2YR,1.610247539542432,3.0236829975040362,4.391018783780805,7.7,12.696127341732847,18.335104016484394,28.069585435328385
I,2015_2016,n_pfos,LBXNFOS,male,40-59,nh_white,80,26102101.670417003,0.0125,True,WTSB2YR,1.9481788087232688,2.1998990173038133,2.7,3.668177788471752,6.161965424374596,10.246321990560629,13.436700392253705
I,2015_2016,n_pfos,LBXNFOS,male,60_plus,all,253,28130413.361337,0.003952569169960474,True,WTSB2YR,1.7552176265694803,2.3623587448800802,3.9,6.4244078009318155,9.259434210577986,14.7,20.855672352738324
I,2015_2016,n_pfos,LBXNFOS,male,60_plus,hispanic,70,2286972.526127,0.014285714285714285,True,WTSB2YR,1.2978525579548639,2.3007346249094924,3.4,5.6,8.706774690199353,12.805596215707547,15.748393549872356
I,2015_2016,n_pfos,LBXNFOS,male,60_plus,nh_asian,20,1277268.062016,0.0,True,WTSB2YR,0.5573848591026318,1.1746285562050858,2.8110299641333087,6.450418264768995,20.0330993362975,42.56677114713586,57.892280406547215
I,2015_2016,n_pfos,LBXNFOS,male,60_plus,nh_black,50,2195348.019396,0.0,True,WTSB2YR,0.6992812902676316,2.5438808198979173,4.869983688620481,8.198105997809336,15.918404589366105,34.29132067388183,38.68154078482387
I,2015_2016,n_pfos,LBXNFOS,male,60_plus,nh_white,108,21165610.148724,0.0,True,WTSB2YR,1.9212306743059242,2.5098004115085444,4.0,6.483869265954155,9.142066180656448,13.54589645750564,19.6453780222627
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,all,964,122862473.920238,0.004149377593360996,True,WTSB2YR,1.3,1.7,2.526735933219036,4.0,6.8,10.4,14.667301978704753
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,hispanic,291,20653620.429385997,0.003436426116838488,True,WTSB2YR,1.1,1.4,2.1,3.2,5.1,7.789294851401431,9.500510168212816
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,nh_asian,111,6799103.594126001,0.0,True,WTSB2YR,0.9411627722054547,1.1,2.2579068447390056,4.194279997483203,8.3,19.657321675763864,27.70488006308208
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,nh_black,194,12366751.966443,0.005154639175257732,True,WTSB2YR,0.9812967021698816,1.7634564545791724,2.840800880847143,5.32744814350048,9.0,16.39417342457181,24.872881652729983
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,nh_white,322,77638075.023285,0.006211180124223602,True,WTSB2YR,1.6,1.9,2.6,4.0,6.8,10.381215964565316,14.125864786319589
I,2015_2016,n_pfos,LBXNFOS,male,all_ages,other,46,5404922.906998,0.0,True,WTSB2YR,1.6459701988484785,2.1403108421485038,2.7,4.094269123105812,5.710013826573136,8.885667472691882,13.143781774226065
I,2015_2016,sb_pfoa,LBXBFOA,all,12-19,all,353,28742791.005893,0.9971671388101983,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,12-19,hispanic,130,6997824.27094,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,12-19,nh_asian,39,1377664.71959,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,12-19,nh_black,67,3407447.6515,0.9850746268656716,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,12-19,nh_white,98,15658118.155892,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,all,549,79256108.838349,0.9872495446265938,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,hispanic,169,16550408.021005,0.9644970414201184,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,nh_asian,70,5248054.9008760005,0.9857142857142858,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,nh_black,123,10067450.671602001,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,nh_white,160,43958961.62981,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,20-39,other,27,3431233.6150559997,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,all,555,81222986.922307,0.9819819819819819,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,hispanic,160,12426200.795291,0.98125,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,nh_asian,70,4616352.381093999,0.9857142857142858,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,nh_black,148,9166387.196807,0.9797297297297297,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,nh_white,152,51452850.669078,0.9868421052631579,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,40-59,other,25,3561195.880037,0.96,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07103434487936924,0.1,0.1
I,2015_2016,sb_pfoa,LBXBFOA,all,60_plus,all,536,62574289.962322995,0.9589552238805971,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,60_plus,hispanic,170,5302997.298882,0.9,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.1
I,2015_2016,sb_pfoa,LBXBFOA,all,60_plus,nh_asian,41,2781940.777012,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,60_plus,nh_black,101,5428775.014383999,0.9603960396039604,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,60_plus,nh_white,209,46494281.672055006,0.9952153110047847,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,all,1993,251796176.728872,0.9799297541394882,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,hispanic,629,41277430.386118,0.958664546899841,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,nh_asian,220,14024012.778572,0.990909090909091,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,nh_black,439,28070060.534293003,0.9817767653758542,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,nh_white,619,157564212.126835,0.9951534733441034,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,all,all_ages,other,86,10860460.903053999,0.9883720930232558,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.09313624157511366
I,2015_2016,sb_pfoa,LBXBFOA,female,12-19,all,159,13241298.308639001,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,12-19,hispanic,62,3320681.6672730003,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,12-19,nh_black,29,1613688.629108,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,12-19,nh_white,41,7159442.8358539995,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,20-39,all,279,39891209.352501,0.996415770609319,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,20-39,hispanic,81,8115226.920485,0.9876543209876543,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,20-39,nh_asian,32,2564784.07949,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,20-39,nh_black,72,5665138.134535999,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,20-39,nh_white,83,22087273.745704,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,40-59,all,308,41357318.546508,0.9805194805194806,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,40-59,hispanic,95,6171876.5962189995,0.9789473684210527,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,40-59,nh_asian,37,2480785.0020250003,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,40-59,nh_black,93,5191054.809218001,0.967741935483871,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,40-59,nh_white,72,25350748.998661,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,60_plus,all,283,34443876.600986004,0.9611307420494699,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,60_plus,hispanic,100,3016024.7727549993,0.92,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.1
I,2015_2016,sb_pfoa,LBXBFOA,female,60_plus,nh_asian,21,1504672.714996,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,60_plus,nh_black,51,3233426.994988,0.9411764705882353,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.09030848460116678
I,2015_2016,sb_pfoa,LBXBFOA,female,60_plus,nh_white,101,25328671.523330998,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,all,1029,128933702.808634,0.9825072886297376,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,hispanic,338,20623809.956731997,0.9674556213017751,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,nh_asian,109,7224909.184446001,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,nh_black,245,15703308.56785,0.9755102040816327,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,nh_white,297,79926137.10355,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,female,all_ages,other,40,5455537.996056,0.975,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.09297191022786147,0.1
I,2015_2016,sb_pfoa,LBXBFOA,male,12-19,all,194,15501492.697254,0.9948453608247423,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,12-19,hispanic,68,3677142.603667,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,12-19,nh_asian,20,702997.331655,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,12-19,nh_black,38,1793759.0223919998,0.9736842105263158,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,12-19,nh_white,57,8498675.320038,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,20-39,all,270,39364899.485848,0.9777777777777777,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,20-39,hispanic,88,8435181.10052,0.9431818181818182,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.0932189647796483
I,2015_2016,sb_pfoa,LBXBFOA,male,20-39,nh_asian,38,2683270.8213859997,0.9736842105263158,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,20-39,nh_black,51,4402312.5370660005,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,20-39,nh_white,77,21871687.884106003,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,40-59,all,247,39865668.375799,0.9838056680161943,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,40-59,hispanic,65,6254324.199072,0.9846153846153847,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,40-59,nh_asian,33,2135567.379069,0.9696969696969697,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,40-59,nh_black,55,3975332.3875889997,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,40-59,nh_white,80,26102101.670417003,0.975,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,60_plus,all,253,28130413.361337,0.9565217391304348,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,60_plus,hispanic,70,2286972.526127,0.8714285714285714,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.1,0.16105264361907498
I,2015_2016,sb_pfoa,LBXBFOA,male,60_plus,nh_asian,20,1277268.062016,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,60_plus,nh_black,50,2195348.019396,0.98,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,60_plus,nh_white,108,21165610.148724,0.9907407407407407,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,all,964,122862473.920238,0.9771784232365145,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,hispanic,291,20653620.429385997,0.9484536082474226,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,nh_asian,111,6799103.594126001,0.9819819819819819,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,nh_black,194,12366751.966443,0.9896907216494846,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,nh_white,322,77638075.023285,0.9906832298136646,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sb_pfoa,LBXBFOA,male,all_ages,other,46,5404922.906998,1.0,True,WTSB2YR,0.07,0.07,0.07,0.07,0.07,0.07,0.07
I,2015_2016,sm_pfos,LBXMFOS,all,12-19,all,353,28742791.005893,0.0028328611898017,True,WTSB2YR,0.3,0.4,0.6,0.9,1.2,1.6,2.0
I,2015_2016,sm_pfos,LBXMFOS,all,12-19,hispanic,130,6997824.27094,0.0,True,WTSB2YR,0.3,0.4,0.5,0.6668841214578194,0.9,1.1,1.554430353156123
I,2015_2016,sm_pfos,LBXMFOS,all,12-19,nh_asian,39,1377664.71959,0.0,True,WTSB2YR,0.3,0.4,0.6,0.8260942338720038,1.1,2.1,2.2755751765477967
I,2015_2016,sm_pfos,LBXMFOS,all,12-19,nh_black,67,3407447.6515,0.0,True,WTSB2YR,0.27745029902178636,0.3,0.4,0.6,0.9462627850531689,1.2,1.820593668391526
I,2015_2016,sm_pfos,LBXMFOS,all,12-19,nh_white,98,15658118.155892,0.01020408163265306,True,WTSB2YR,0.4,0.5,0.7,1.0,1.3570044543174469,1.7400561880653456,2.0112189903882682
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,all,549,79256108.838349,0.025500910746812388,True,WTSB2YR,0.2,0.4,0.6,1.1,1.8,2.9,3.774995298524847
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,hispanic,169,16550408.021005,0.023668639053254437,True,WTSB2YR,0.2,0.3,0.6,1.0,1.5,2.246599352222056,2.6
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,nh_asian,70,5248054.9008760005,0.014285714285714285,True,WTSB2YR,0.11597477512706608,0.3,0.6,1.1,1.4,2.146530208962017,2.67940115084658
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,nh_black,123,10067450.671602001,0.04878048780487805,True,WTSB2YR,0.08017463994019307,0.2,0.4,0.9,1.5902917389975948,2.920494998441321,3.5728481431471732
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,nh_white,160,43958961.62981,0.01875,True,WTSB2YR,0.3,0.4,0.7,1.2,1.9712644655020568,3.214041690395684,4.556812628698487
I,2015_2016,sm_pfos,LBXMFOS,all,20-39,other,27,3431233.6150559997,0.0,True,WTSB2YR,0.34108752311691515,0.506745762724455,0.6,1.6,1.9512520380984169,2.8427406101554555,3.258351598343698
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,all,555,81222986.922307,0.009009009009009009,True,WTSB2YR,0.4,0.5,0.9,1.8,3.0,4.371202324663958,5.6840668756520545
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,hispanic,160,12426200.795291,0.0,True,WTSB2YR,0.29538056333230844,0.4,0.7,1.3939061883718158,2.5,3.298266205711603,4.1221183060644995
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,nh_asian,70,4616352.381093999,0.0,True,WTSB2YR,0.3,0.5445359016993535,0.8,1.421584021999224,2.9850711073424145,5.653333301017181,6.846767721640593
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,nh_black,148,9166387.196807,0.02027027027027027,True,WTSB2YR,0.2,0.4,0.8,1.8,3.5592341956677545,5.328202170348195,6.31732697783733
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,nh_white,152,51452850.669078,0.013157894736842105,True,WTSB2YR,0.44507910308777576,0.6,1.0,1.9,3.0,4.447952627126931,5.717452134961881
I,2015_2016,sm_pfos,LBXMFOS,all,40-59,other,25,3561195.880037,0.0,True,WTSB2YR,0.6664602983961074,1.2707209176707774,1.7,1.8824527321902418,2.552817939955153,3.9330265232780173,5.4772754109194235
I,2015_2016,sm_pfos,LBXMFOS,all,60_plus,all,536,62574289.962322995,0.005597014925373134,True,WTSB2YR,0.5176256454158279,0.8,1.5,2.5,4.3,6.0,7.6
I,2015_2016,sm_pfos,LBXMFOS,all,60_plus,hispanic,170,5302997.298882,0.0058823529411764705,True,WTSB2YR,0.6380929483543221,0.9,1.570129941382077,2.3,3.323300478212072,4.759223790922421,6.072617652641035
I,2015_2016,sm_pfos,LBXMFOS,all,60_plus,nh_asian,41,2781940.777012,0.0,True,WTSB2YR,0.3,0.4,1.2475433848527808,2.1,3.968281161320662,5.04580649894346,7.691538189927797
I,2015_2016,sm_pfos,LBXMFOS,all,60_plus,nh_black,101,5428775.014383999,0.009900990099009901,True,WTSB2YR,0.5617030474119996,0.7,1.7768108285256365,3.0761295163210653,4.692024696235056,7.253577049147042,9.389362918004755
I,2015_2016,sm_pfos,LBXMFOS,all,60_plus,nh_white,209,46494281.672055006,0.0,True,WTSB2YR,0.6739721980192492,0.9,1.512686470498566,2.6,4.4,6.0480172262180645,7.653645054448845
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,all,1993,251796176.728872,0.01154039136979428,True,WTSB2YR,0.3,0.5,0.8,1.5,2.6,4.4,5.7
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,hispanic,629,41277430.386118,0.00794912559618442,True,WTSB2YR,0.3,0.4,0.6,1.1,1.9875068744593007,3.006961071903655,3.8
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,nh_asian,220,14024012.778572,0.004545454545454545,True,WTSB2YR,0.3,0.4,0.7,1.3,2.1776090758326156,3.9,5.286130578735228
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,nh_black,439,28070060.534293003,0.022779043280182234,True,WTSB2YR,0.2,0.3,0.6,1.264979144150427,2.8,4.6479671474541115,6.1
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,nh_white,619,157564212.126835,0.009693053311793215,True,WTSB2YR,0.4,0.6,0.9,1.6,3.0,4.8,5.9979828259233345
I,2015_2016,sm_pfos,LBXMFOS,all,all_ages,other,86,10860460.903053999,0.011627906976744186,True,WTSB2YR,0.4,0.6,1.0,1.8,2.363266586512215,3.292008788787649,5.174079005752956
I,2015_2016,sm_pfos,LBXMFOS,female,12-19,all,159,13241298.308639001,0.0,True,WTSB2YR,0.3,0.4,0.5,0.7,0.9387951191646554,1.1488491337864146,1.496413559780949
I,2015_2016,sm_pfos,LBXMFOS,female,12-19,hispanic,62,3320681.6672730003,0.0,True,WTSB2YR,0.3,0.3,0.4,0.6,0.7,0.9255934251151895,1.0
I,2015_2016,sm_pfos,LBXMFOS,female,12-19,nh_black,29,1613688.629108,0.0,True,WTSB2YR,0.2,0.26740450127408233,0.4,0.5,0.8832381244377128,1.1163849736028375,1.7586243012314287
I,2015_2016,sm_pfos,LBXMFOS,female,12-19,nh_white,41,7159442.8358539995,0.0,True,WTSB2YR,0.2584549185326595,0.5,0.6328134184276968,0.873147812525249,1.1,1.2,1.8537392651290476
I,2015_2016,sm_pfos,LBXMFOS,female,20-39,all,279,39891209.352501,0.03225806451612903,True,WTSB2YR,0.2,0.3,0.4,0.7,1.1,1.6,1.8
I,2015_2016,sm_pfos,LBXMFOS,female,20-39,hispanic,81,8115226.920485,0.024691358024691357,True,WTSB2YR,0.14391396341167997,0.3,0.4,0.6,1.0,1.3294004015515575,1.7120183073563628
I,2015_2016,sm_pfos,LBXMFOS,female,20-39,nh_asian,32,2564784.07949,0.03125,True,WTSB2YR,0.1,0.10829885185292386,0.3857161098652193,0.8154023358875624,1.3523541270414627,2.0771059359100494,2.518228362312898
I,2015_2016,sm_pfos,LBXMFOS,female,20-39,nh_black,72,5665138.134535999,0.06944444444444445,True,WTSB2YR,0.07,0.11829721893677503,0.3,0.5,0.8,1.3,1.548849457288585
I,2015_2016,sm_pfos,LBXMFOS,female,20-39,nh_white,83,22087273.745704,0.012048192771084338,True,WTSB2YR,0.3,0.3116115093265318,0.5,0.8,1.2,1.6,1.8
I,2015_2016,sm_pfos,LBXMFOS,female,40-59,all,308,41357318.546508,0.00974025974025974,True,WTSB2YR,0.3,0.4,0.6,1.1,2.0,2.6,3.7
I,2015_2016,sm_pfos,LBXMFOS,female,40-59,hispanic,95,6171876.5962189995,0.0,True,WTSB2YR,0.2,0.3,0.5,0.8,1.5,2.3,2.963585509893724
